id,label,label_str,source,category,duplicate_group,fold
article_1468,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,1079,2
article_1473,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2847,2
article_1475,1,Clickbait,Thanh Niên,Other,1082,2
article_1476,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,1083,2
article_1481,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,1088,2
article_1483,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,1090,2
article_1487,0,Non-clickbait,Thanh Niên,Other,1092,2
article_1489,1,Clickbait,Thanh Niên,Other,2850,2
article_1491,1,Clickbait,Thanh Niên,Other,2852,2
article_1492,1,Clickbait,Thanh Niên,Other,2853,2
article_1497,0,Non-clickbait,Thanh Niên,Other,1097,2
article_1500,0,Non-clickbait,VietNamNet,Quốc tế,1100,2
article_1502,0,Non-clickbait,VietNamNet,Quốc tế,1102,2
article_1510,0,Non-clickbait,VietNamNet,Quốc tế,1110,2
article_1515,0,Non-clickbait,VietNamNet,Quốc tế,1114,2
article_1519,0,Non-clickbait,VietNamNet,Quốc tế,1118,2
article_1520,0,Non-clickbait,VietNamNet,Quốc tế,1119,2
article_1523,0,Non-clickbait,VietNamNet,Quốc tế,1122,2
article_1525,0,Non-clickbait,VietNamNet,Quốc tế,1124,2
article_1530,0,Non-clickbait,VietNamNet,Quốc tế,1129,2
article_1534,0,Non-clickbait,Kênh14,Other,1131,2
article_1538,0,Non-clickbait,SaoStar,Thể thao,1133,2
article_1545,0,Non-clickbait,SaoStar,Thể thao,1139,2
article_1546,1,Clickbait,SaoStar,Thể thao,1140,2
article_1547,0,Non-clickbait,SaoStar,Thể thao,1141,2
article_1548,0,Non-clickbait,SaoStar,Thể thao,1142,2
article_1550,0,Non-clickbait,SaoStar,Thể thao,1143,2
article_1572,1,Clickbait,24h,Thể thao,1156,2
article_1578,0,Non-clickbait,24h,Thể thao,1162,2
article_1580,0,Non-clickbait,24h,Thể thao,1164,2
article_1584,0,Non-clickbait,24h,Thể thao,2863,2
article_1586,0,Non-clickbait,24h,Thể thao,1167,2
article_1588,0,Non-clickbait,24h,Thể thao,1169,2
article_1597,1,Clickbait,24h,Thể thao,2865,2
article_1601,0,Non-clickbait,24h,Thể thao,1177,2
article_1602,0,Non-clickbait,24h,Thể thao,1178,2
article_1616,0,Non-clickbait,24h,Thể thao,1189,2
article_1618,0,Non-clickbait,24h,Thể thao,1191,2
article_1631,1,Clickbait,24h,Thể thao,1198,2
article_1632,0,Non-clickbait,24h,Thể thao,1199,2
article_1633,0,Non-clickbait,Báo Mới,Other,1200,2
article_1634,1,Clickbait,Báo Mới,Other,2876,2
article_1636,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1202,2
article_1639,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1205,2
article_1641,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1207,2
article_1647,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1213,2
article_1666,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1232,2
article_1670,0,Non-clickbait,Báo Mới,Other,1236,2
article_1673,0,Non-clickbait,Báo Mới,Other,1239,2
article_1685,0,Non-clickbait,Báo Mới,Giáo dục & Học đường,1250,2
article_1686,0,Non-clickbait,Báo Mới,Other,1251,2
article_1696,0,Non-clickbait,VnExpress,Thể thao,1261,2
article_1704,0,Non-clickbait,VnExpress,Thể thao,1265,2
article_1715,0,Non-clickbait,VnExpress,Thể thao,1270,2
article_1717,0,Non-clickbait,VnExpress,Thể thao,1271,2
article_1723,0,Non-clickbait,VnExpress,Thể thao,1274,2
article_1731,0,Non-clickbait,VnExpress,Thể thao,1278,2
article_1738,0,Non-clickbait,VnExpress,Thể thao,1285,2
article_1742,0,Non-clickbait,VnExpress,Thể thao,1289,2
article_1757,0,Non-clickbait,VnExpress,Thể thao,1301,2
article_1764,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,1305,2
article_1768,0,Non-clickbait,Tuổi Trẻ,Other,1308,2
article_1769,1,Clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,1309,2
article_1774,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,1314,2
article_1777,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1317,2
article_1778,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1318,2
article_1809,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1339,2
article_1812,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1342,2
article_1822,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,1348,2
article_1839,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2895,2
article_1842,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,1355,2
article_1846,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2896,2
article_1847,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2897,2
article_1852,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1357,2
article_1854,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2899,2
article_1856,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1359,2
article_1860,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1362,2
article_1864,0,Non-clickbait,Kênh14,Giáo dục & Học đường,1366,2
article_1865,1,Clickbait,Kênh14,Giáo dục & Học đường,2900,2
article_1874,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2906,2
article_1875,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2907,2
article_1880,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2911,2
article_1884,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2915,2
article_1888,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2919,2
article_1901,0,Non-clickbait,24h,Thể thao,1376,2
article_1907,0,Non-clickbait,24h,Thể thao,1381,2
article_1908,0,Non-clickbait,24h,Thể thao,1382,2
article_1909,0,Non-clickbait,24h,Thể thao,1383,2
article_1918,1,Clickbait,Báo Mới,Thể thao,1391,2
article_1920,0,Non-clickbait,Báo Mới,Thể thao,1392,2
article_1924,0,Non-clickbait,Báo Mới,Thể thao,1395,2
article_1926,0,Non-clickbait,Báo Mới,Thể thao,1396,2
article_1935,1,Clickbait,Báo Mới,Thể thao,2928,2
article_1944,0,Non-clickbait,Báo Mới,Thể thao,1408,2
article_1945,1,Clickbait,Báo Mới,Thể thao,2932,2
article_1954,0,Non-clickbait,Báo Mới,Thể thao,1415,2
article_1958,0,Non-clickbait,Báo Mới,Thể thao,1417,2
article_1961,0,Non-clickbait,VnExpress,Other,2937,2
article_1973,0,Non-clickbait,VnExpress,Other,1423,2
article_1978,0,Non-clickbait,VnExpress,Other,1426,2
article_1985,1,Clickbait,VnExpress,Other,2941,2
article_1988,0,Non-clickbait,VnExpress,Other,1435,2
article_1995,1,Clickbait,VnExpress,Other,2942,2
article_1998,1,Clickbait,VnExpress,Other,2944,2
article_2002,0,Non-clickbait,VnExpress,Other,1443,2
article_2003,0,Non-clickbait,VnExpress,Other,1444,2
article_2023,0,Non-clickbait,Tuổi Trẻ,Other,1460,2
article_2028,1,Clickbait,Thanh Niên,Other,2947,2
article_2036,0,Non-clickbait,Thanh Niên,Other,1468,2
article_2043,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1474,2
article_2045,1,Clickbait,Thanh Niên,Other,2951,2
article_2054,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,1482,2
article_2074,1,Clickbait,Thanh Niên,Other,1495,2
article_2080,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2960,2
article_2086,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2962,2
article_2089,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2963,2
article_2093,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2964,2
article_2095,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2965,2
article_2105,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,1515,2
article_2114,1,Clickbait,SaoStar,Giáo dục & Học đường,2969,2
article_2131,1,Clickbait,SaoStar,Giáo dục & Học đường,2977,2
article_2133,0,Non-clickbait,SaoStar,Giáo dục & Học đường,1524,2
article_2144,1,Clickbait,24h,Công nghệ & Khoa học,2985,2
article_2150,1,Clickbait,24h,Công nghệ & Khoa học,1526,2
article_2156,1,Clickbait,24h,Công nghệ & Khoa học,2991,2
article_2161,1,Clickbait,24h,Công nghệ & Khoa học,2995,2
article_2177,0,Non-clickbait,Báo Mới,Other,1536,2
article_2182,1,Clickbait,Báo Mới,Other,3004,2
article_2192,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1544,2
article_2195,1,Clickbait,Báo Mới,Giải trí & Showbiz,1546,2
article_2203,0,Non-clickbait,Báo Mới,Giải trí & Showbiz,1551,2
article_2212,1,Clickbait,Báo Mới,Other,3014,2
article_2225,0,Non-clickbait,VnExpress,Other,1563,2
article_2242,0,Non-clickbait,VnExpress,Other,1576,2
article_2245,1,Clickbait,VnExpress,Other,3016,2
article_2248,0,Non-clickbait,VnExpress,Other,1581,2
article_2249,1,Clickbait,VnExpress,Other,1582,2
article_2257,1,Clickbait,VnExpress,Other,3018,2
article_2258,0,Non-clickbait,VnExpress,Other,1588,2
article_2283,0,Non-clickbait,Tuổi Trẻ,Giải trí & Showbiz,1602,2
article_2284,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1603,2
article_2286,1,Clickbait,Thanh Niên,Văn hóa & Nghệ thuật,3024,2
article_2289,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1606,2
article_2296,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1613,2
article_2312,1,Clickbait,Thanh Niên,Văn hóa & Nghệ thuật,3028,2
article_2314,0,Non-clickbait,Thanh Niên,Other,1626,2
article_2316,0,Non-clickbait,Thanh Niên,Other,1628,2
article_2325,0,Non-clickbait,Thanh Niên,Other,1634,2
article_2329,0,Non-clickbait,Thanh Niên,Other,1637,2
article_2333,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1641,2
article_2358,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,1656,2
article_2360,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,3043,2
article_2366,1,Clickbait,Kênh14,Sức khỏe & Đời sống,1661,2
article_2368,1,Clickbait,Kênh14,Sức khỏe & Đời sống,1663,2
article_2397,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,1675,2
article_2400,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,3046,2
article_2408,0,Non-clickbait,24h,Other,1678,2
article_2413,1,Clickbait,24h,Other,3051,2
article_2416,1,Clickbait,24h,Other,3053,2
article_2417,1,Clickbait,24h,Other,3054,2
article_2440,0,Non-clickbait,Báo Mới,Other,1701,2
article_2442,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1703,2
article_2447,0,Non-clickbait,Báo Mới,Other,1707,2
article_2451,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1711,2
article_2465,0,Non-clickbait,Báo Mới,Chính trị & An ninh,3058,2
article_2466,0,Non-clickbait,Báo Mới,Other,1725,2
article_2468,0,Non-clickbait,Báo Mới,Other,1727,2
article_2473,0,Non-clickbait,Báo Mới,Chính trị & An ninh,1732,2
article_2478,0,Non-clickbait,Báo Mới,Other,1737,2
article_2503,0,Non-clickbait,VnExpress,Other,1757,2
article_2506,0,Non-clickbait,VnExpress,Other,1758,2
article_2516,0,Non-clickbait,VnExpress,Other,1766,2
article_2535,1,Clickbait,VnExpress,Other,3066,2
article_2538,0,Non-clickbait,Tuổi Trẻ,Thể thao,1782,2
article_2540,0,Non-clickbait,Tuổi Trẻ,Thể thao,1784,2
article_2542,1,Clickbait,Tuổi Trẻ,Thể thao,3069,2
article_2546,0,Non-clickbait,Tuổi Trẻ,Thể thao,1787,2
article_2549,0,Non-clickbait,Tuổi Trẻ,Thể thao,1790,2
article_2552,1,Clickbait,Tuổi Trẻ,Thể thao,1792,2
article_2556,0,Non-clickbait,Tuổi Trẻ,Thể thao,1795,2
article_2559,0,Non-clickbait,Tuổi Trẻ,Thể thao,1798,2
article_2560,0,Non-clickbait,Tuổi Trẻ,Thể thao,1799,2
article_2586,1,Clickbait,Thanh Niên,Other,3080,2
article_2598,1,Clickbait,Thanh Niên,Other,3083,2
article_2602,1,Clickbait,Thanh Niên,Other,3085,2
article_2608,1,Clickbait,Thanh Niên,Other,3089,2
article_2611,1,Clickbait,Thanh Niên,Chính trị & An ninh,3091,2
article_2613,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1823,2
article_2614,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1824,2
article_2615,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1825,2
article_2623,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1832,2
article_2624,1,Clickbait,VietNamNet,Chính trị & An ninh,3094,2
article_2625,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1833,2
article_2633,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1837,2
article_2635,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1838,2
article_2636,0,Non-clickbait,VietNamNet,Chính trị & An ninh,1839,2
article_2646,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1846,2
article_2649,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1849,2
article_2650,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1850,2
article_2651,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1851,2
article_2656,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1856,2
article_2663,0,Non-clickbait,SaoStar,Công nghệ & Khoa học,1861,2
article_2665,1,Clickbait,SaoStar,Công nghệ & Khoa học,3104,2
article_2676,0,Non-clickbait,24h,Other,1868,2
article_2678,0,Non-clickbait,24h,Other,1869,2
article_2685,0,Non-clickbait,24h,Other,1872,2
article_2691,0,Non-clickbait,24h,Other,1875,2
article_2696,1,Clickbait,24h,Other,3113,2
article_2705,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1884,2
article_2712,0,Non-clickbait,Báo Mới,Other,1891,2
article_2717,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1896,2
article_2718,0,Non-clickbait,Báo Mới,Other,1897,2
article_2735,0,Non-clickbait,Báo Mới,Other,1910,2
article_2742,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1916,2
article_2747,0,Non-clickbait,Báo Mới,Other,1921,2
article_2748,0,Non-clickbait,Báo Mới,Other,1922,2
article_2749,0,Non-clickbait,Báo Mới,Other,1923,2
article_2752,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,1925,2
article_2777,0,Non-clickbait,VnExpress,Other,1931,2
article_2778,1,Clickbait,VnExpress,Other,3129,2
article_2782,1,Clickbait,VnExpress,Other,3131,2
article_2785,1,Clickbait,VnExpress,Other,1935,2
article_2794,1,Clickbait,VnExpress,Other,3138,2
article_2802,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1940,2
article_2804,1,Clickbait,Tuổi Trẻ,Giáo dục & Học đường,3143,2
article_2805,1,Clickbait,Tuổi Trẻ,Giáo dục & Học đường,3144,2
article_2807,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1943,2
article_2810,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1946,2
article_2816,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1951,2
article_2818,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,1953,2
article_2825,0,Non-clickbait,Thanh Niên,Other,1957,2
article_2826,0,Non-clickbait,Thanh Niên,Other,1958,2
article_2829,1,Clickbait,Thanh Niên,Other,3149,2
article_2830,0,Non-clickbait,Thanh Niên,Thể thao,1960,2
article_2838,0,Non-clickbait,Thanh Niên,Thể thao,1967,2
article_2839,0,Non-clickbait,Thanh Niên,Thể thao,1968,2
article_2840,1,Clickbait,Thanh Niên,Other,3151,2
article_2846,1,Clickbait,Thanh Niên,Other,3154,2
article_2849,0,Non-clickbait,Thanh Niên,Other,1973,2
article_2850,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,1974,2
article_2855,0,Non-clickbait,Thanh Niên,Other,1977,2
article_2859,0,Non-clickbait,Thanh Niên,Other,1979,2
article_2860,0,Non-clickbait,Thanh Niên,Other,1980,2
article_2867,0,Non-clickbait,Thanh Niên,Other,1985,2
article_2868,0,Non-clickbait,Thanh Niên,Other,1986,2
article_2888,1,Clickbait,VietNamNet,Xe & Vận tải,1996,2
article_2890,1,Clickbait,VietNamNet,Xe & Vận tải,1997,2
article_2897,1,Clickbait,VietNamNet,Xe & Vận tải,3168,2
article_2906,1,Clickbait,VietNamNet,Xe & Vận tải,3172,2
article_2911,0,Non-clickbait,VietNamNet,Xe & Vận tải,2006,2
article_2912,1,Clickbait,VietNamNet,Xe & Vận tải,2007,2
article_2923,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,2014,2
article_2928,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3179,2
article_2930,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3181,2
article_2958,0,Non-clickbait,24h,Other,2020,2
article_2960,1,Clickbait,24h,Other,3192,2
article_2976,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3202,2
article_2977,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3203,2
article_2987,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,2028,2
article_3002,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3213,2
article_3009,0,Non-clickbait,Báo Mới,Công nghệ & Khoa học,2038,2
article_3027,0,Non-clickbait,VnExpress,Other,2048,2
article_3029,0,Non-clickbait,VnExpress,Other,2050,2
article_3049,0,Non-clickbait,VnExpress,Other,2063,2
article_3051,0,Non-clickbait,VnExpress,Other,3222,2
article_3054,0,Non-clickbait,VnExpress,Other,2065,2
article_3072,0,Non-clickbait,Tuổi Trẻ,Other,2076,2
article_3073,1,Clickbait,Tuổi Trẻ,Other,3228,2
article_3078,1,Clickbait,Tuổi Trẻ,Other,3229,2
article_3083,0,Non-clickbait,Tuổi Trẻ,Other,2085,2
article_3085,0,Non-clickbait,Tuổi Trẻ,Other,2086,2
article_3095,1,Clickbait,Thanh Niên,Other,3233,2
article_3097,0,Non-clickbait,Thanh Niên,Other,2093,2
article_3099,0,Non-clickbait,Thanh Niên,Other,2095,2
article_3101,1,Clickbait,Thanh Niên,Other,3234,2
article_3109,1,Clickbait,Thanh Niên,Other,2103,2
article_3130,1,Clickbait,VietNamNet,Other,3243,2
article_3131,1,Clickbait,VietNamNet,Other,3244,2
article_3137,1,Clickbait,VietNamNet,Other,3247,2
article_3142,0,Non-clickbait,VietNamNet,Other,2122,2
article_3148,0,Non-clickbait,VietNamNet,Other,2125,2
article_3150,0,Non-clickbait,VietNamNet,Other,2127,2
article_3157,1,Clickbait,VietNamNet,Other,3252,2
article_3159,1,Clickbait,24h,Giải trí & Showbiz,3253,2
article_3160,1,Clickbait,24h,Giải trí & Showbiz,3254,2
article_3161,1,Clickbait,24h,Giải trí & Showbiz,3255,2
article_3164,1,Clickbait,24h,Giải trí & Showbiz,3256,2
article_3165,0,Non-clickbait,24h,Giải trí & Showbiz,2135,2
article_3176,0,Non-clickbait,24h,Giải trí & Showbiz,2137,2
article_3184,0,Non-clickbait,24h,Giải trí & Showbiz,2139,2
article_3196,0,Non-clickbait,24h,Giải trí & Showbiz,2147,2
article_3198,0,Non-clickbait,24h,Giải trí & Showbiz,2149,2
article_3212,1,Clickbait,24h,Giải trí & Showbiz,3273,2
article_3214,1,Clickbait,24h,Giải trí & Showbiz,3274,2
article_3215,0,Non-clickbait,24h,Giải trí & Showbiz,2157,2
article_3220,0,Non-clickbait,24h,Giải trí & Showbiz,2160,2
article_3222,0,Non-clickbait,24h,Giải trí & Showbiz,2161,2
article_3223,1,Clickbait,24h,Giải trí & Showbiz,3278,2
article_3231,1,Clickbait,24h,Giải trí & Showbiz,3284,2
article_3234,1,Clickbait,Báo Mới,Other,3287,2
article_3235,1,Clickbait,Báo Mới,Other,2164,2
article_3237,0,Non-clickbait,Báo Mới,Other,2166,2
article_3238,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2167,2
article_3239,0,Non-clickbait,Báo Mới,Other,2168,2
article_3241,1,Clickbait,Báo Mới,Other,3288,2
article_3242,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2170,2
article_3244,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2172,2
article_3245,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2173,2
article_3249,0,Non-clickbait,Báo Mới,Other,2177,2
article_3264,1,Clickbait,Báo Mới,Other,2185,2
article_3265,0,Non-clickbait,Báo Mới,Other,2186,2
article_3266,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2187,2
article_3269,0,Non-clickbait,Báo Mới,Other,2190,2
article_3275,0,Non-clickbait,Báo Mới,Other,2194,2
article_3277,0,Non-clickbait,Báo Mới,Sức khỏe & Đời sống,2196,2
article_3292,0,Non-clickbait,VnExpress,Other,2203,2
article_3295,0,Non-clickbait,VnExpress,Other,2206,2
article_3308,0,Non-clickbait,VnExpress,Other,2214,2
article_3337,0,Non-clickbait,VnExpress,Other,2233,2
article_3342,0,Non-clickbait,VnExpress,Other,2235,2
article_3346,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2238,2
article_3350,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2239,2
article_3354,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2242,2
article_3362,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3311,2
article_3366,0,Non-clickbait,Tuổi Trẻ,Other,2250,2
article_3367,1,Clickbait,Thanh Niên,Other,3312,2
article_3373,0,Non-clickbait,Thanh Niên,Other,2252,2
article_3382,0,Non-clickbait,Thanh Niên,Other,2258,2
article_3388,0,Non-clickbait,Thanh Niên,Other,2262,2
article_3389,0,Non-clickbait,Thanh Niên,Other,2263,2
article_3400,1,Clickbait,Thanh Niên,Other,3322,2
article_3408,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3326,2
article_3412,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3329,2
article_3417,0,Non-clickbait,VietNamNet,Du lịch & Ẩm thực,2273,2
article_3420,0,Non-clickbait,VietNamNet,Du lịch & Ẩm thực,2274,2
article_3423,0,Non-clickbait,VietNamNet,Du lịch & Ẩm thực,2276,2
article_3431,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3334,2
article_3438,1,Clickbait,24h,Xe & Vận tải,3336,2
article_3446,1,Clickbait,24h,Other,3337,2
article_3447,1,Clickbait,24h,Xe & Vận tải,2289,2
article_3451,0,Non-clickbait,24h,Xe & Vận tải,2293,2
article_3452,1,Clickbait,24h,Xe & Vận tải,3338,2
article_3459,1,Clickbait,24h,Xe & Vận tải,2295,2
article_3461,1,Clickbait,24h,Xe & Vận tải,3342,2
article_3466,0,Non-clickbait,24h,Xe & Vận tải,2299,2
article_3476,0,Non-clickbait,Báo Mới,Xe & Vận tải,2307,2
article_3478,0,Non-clickbait,Báo Mới,Xe & Vận tải,2309,2
article_3480,0,Non-clickbait,Báo Mới,Xe & Vận tải,2310,2
article_3486,0,Non-clickbait,Báo Mới,Xe & Vận tải,2316,2
article_3488,0,Non-clickbait,Báo Mới,Xe & Vận tải,2318,2
article_3489,0,Non-clickbait,Báo Mới,Xe & Vận tải,2319,2
article_3498,0,Non-clickbait,Báo Mới,Xe & Vận tải,2327,2
article_3506,0,Non-clickbait,Báo Mới,Xe & Vận tải,2335,2
article_3508,0,Non-clickbait,Báo Mới,Xe & Vận tải,2337,2
article_3514,0,Non-clickbait,Báo Mới,Xe & Vận tải,2341,2
article_3516,0,Non-clickbait,Tuổi Trẻ,Other,2342,2
article_3523,0,Non-clickbait,Tuổi Trẻ,Other,2347,2
article_3535,0,Non-clickbait,VietNamNet,Other,2352,2
article_3566,1,Clickbait,24h,Xe & Vận tải,3351,2
article_3568,0,Non-clickbait,24h,Xe & Vận tải,2369,2
article_3573,0,Non-clickbait,24h,Xe & Vận tải,2374,2
article_3577,1,Clickbait,24h,Xe & Vận tải,3353,2
article_3578,0,Non-clickbait,24h,Xe & Vận tải,3354,2
article_3600,0,Non-clickbait,Báo Mới,Other,2396,2
article_3605,0,Non-clickbait,Báo Mới,Other,2401,2
article_3621,0,Non-clickbait,Báo Mới,Other,2416,2
article_3623,0,Non-clickbait,Báo Mới,Other,3358,2
article_3633,0,Non-clickbait,Báo Mới,Other,2426,2
article_3637,0,Non-clickbait,Báo Mới,Other,2430,2
article_3644,0,Non-clickbait,Báo Mới,Other,2436,2
article_3653,0,Non-clickbait,24h,Giải trí & Showbiz,2443,2
article_3654,1,Clickbait,24h,Giải trí & Showbiz,3363,2
article_3662,0,Non-clickbait,24h,Giải trí & Showbiz,2445,2
article_3668,1,Clickbait,24h,Thể thao,2446,2
article_3672,0,Non-clickbait,24h,Thể thao,2447,2
article_3676,0,Non-clickbait,24h,Thể thao,2448,2
article_3679,0,Non-clickbait,24h,Thể thao,2449,2
article_3689,0,Non-clickbait,24h,Tin tức tổng hợp,2455,2
article_3695,1,Clickbait,24h,Sức khỏe & Đời sống,2457,2
article_3701,1,Clickbait,24h,Sức khỏe & Đời sống,3376,2
article_3702,1,Clickbait,24h,Sức khỏe & Đời sống,3377,2
article_3703,1,Clickbait,24h,Sức khỏe & Đời sống,3378,2
article_3709,1,Clickbait,24h,Sức khỏe & Đời sống,3382,2
article_3710,1,Clickbait,24h,Sức khỏe & Đời sống,3383,2
article_3717,1,Clickbait,24h,Sức khỏe & Đời sống,2461,2
article_3725,0,Non-clickbait,24h,Sức khỏe & Đời sống,2464,2
article_3734,1,Clickbait,24h,Du lịch & Ẩm thực,2468,2
article_3744,1,Clickbait,24h,Du lịch & Ẩm thực,3392,2
article_3746,0,Non-clickbait,24h,Du lịch & Ẩm thực,2473,2
article_3752,0,Non-clickbait,24h,Du lịch & Ẩm thực,2474,2
article_3759,1,Clickbait,24h,Du lịch & Ẩm thực,3401,2
article_3766,0,Non-clickbait,24h,Du lịch & Ẩm thực,3403,2
article_3774,0,Non-clickbait,24h,Du lịch & Ẩm thực,2481,2
article_3782,0,Non-clickbait,24h,Du lịch & Ẩm thực,2486,2
article_3790,0,Non-clickbait,24h,Giáo dục & Học đường,2492,2
article_3792,0,Non-clickbait,24h,Giáo dục & Học đường,2494,2
article_0015,0,Non-clickbait,VnExpress,Tin tức tổng hợp,9,3
article_0020,0,Non-clickbait,VnExpress,Tin tức tổng hợp,14,3
article_0030,0,Non-clickbait,VnExpress,Tin tức tổng hợp,24,3
article_0031,0,Non-clickbait,VnExpress,Tin tức tổng hợp,25,3
article_0034,0,Non-clickbait,VnExpress,Tin tức tổng hợp,28,3
article_0044,0,Non-clickbait,VnExpress,Tin tức tổng hợp,38,3
article_0045,0,Non-clickbait,VnExpress,Tin tức tổng hợp,39,3
article_0048,0,Non-clickbait,VnExpress,Tin tức tổng hợp,42,3
article_0049,0,Non-clickbait,VnExpress,Tin tức tổng hợp,43,3
article_0050,0,Non-clickbait,VnExpress,Tin tức tổng hợp,44,3
article_0051,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,45,3
article_0070,0,Non-clickbait,Tuổi Trẻ,Other,61,3
article_0082,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,73,3
article_0085,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,76,3
article_0087,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,78,3
