id,label,label_str,source,category,duplicate_group,heldout_source,split
article_3257,1,Clickbait,Báo Mới,Other,3291,Thanh Niên,train
article_3259,1,Clickbait,Báo Mới,Other,3292,Thanh Niên,train
article_3260,1,Clickbait,Báo Mới,Other,3293,Thanh Niên,train
article_3261,1,Clickbait,Báo Mới,Other,3294,Thanh Niên,train
article_3282,1,Clickbait,VnExpress,Other,3295,Thanh Niên,train
article_3288,1,Clickbait,VnExpress,Other,3296,Thanh Niên,train
article_3302,1,Clickbait,VnExpress,Other,3297,Thanh Niên,train
article_3304,1,Clickbait,VnExpress,Other,3298,Thanh Niên,train
article_3311,1,Clickbait,VnExpress,Other,3299,Thanh Niên,train
article_3313,1,Clickbait,VnExpress,Other,3300,Thanh Niên,train
article_3323,1,Clickbait,VnExpress,Other,3301,Thanh Niên,train
article_3326,1,Clickbait,VnExpress,Other,3302,Thanh Niên,train
article_3333,1,Clickbait,VnExpress,Other,3303,Thanh Niên,train
article_3340,1,Clickbait,VnExpress,Other,3304,Thanh Niên,train
article_3341,1,Clickbait,VnExpress,Other,3305,Thanh Niên,train
article_3347,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3306,Thanh Niên,train
article_3348,1,Clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,3307,Thanh Niên,train
article_3351,1,Clickbait,Tuổi Trẻ,Other,3308,Thanh Niên,train
article_3356,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3309,Thanh Niên,train
article_3361,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3310,Thanh Niên,train
article_3362,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3311,Thanh Niên,train
article_3367,1,Clickbait,Thanh Niên,Other,3312,Thanh Niên,test
article_3369,1,Clickbait,Thanh Niên,Other,3313,Thanh Niên,test
article_3370,0,Non-clickbait,Thanh Niên,Other,3314,Thanh Niên,test
article_3372,1,Clickbait,Thanh Niên,Other,3315,Thanh Niên,test
article_3375,1,Clickbait,Thanh Niên,Other,3316,Thanh Niên,test
article_3378,1,Clickbait,Thanh Niên,Other,3317,Thanh Niên,test
article_3384,1,Clickbait,Thanh Niên,Other,3318,Thanh Niên,test
article_3392,1,Clickbait,Thanh Niên,Other,3319,Thanh Niên,test
article_3393,1,Clickbait,Thanh Niên,Other,3320,Thanh Niên,test
article_3397,1,Clickbait,Thanh Niên,Other,3321,Thanh Niên,test
article_3400,1,Clickbait,Thanh Niên,Other,3322,Thanh Niên,test
article_3402,1,Clickbait,Thanh Niên,Other,3323,Thanh Niên,test
article_3406,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3324,Thanh Niên,train
article_3407,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3325,Thanh Niên,train
article_3408,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3326,Thanh Niên,train
article_3410,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3327,Thanh Niên,train
article_3411,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3328,Thanh Niên,train
article_3412,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3329,Thanh Niên,train
article_3414,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3330,Thanh Niên,train
article_3416,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3331,Thanh Niên,train
article_3421,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3332,Thanh Niên,train
article_3426,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3333,Thanh Niên,train
article_3431,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3334,Thanh Niên,train
article_3437,1,Clickbait,24h,Xe & Vận tải,3335,Thanh Niên,train
article_3438,1,Clickbait,24h,Xe & Vận tải,3336,Thanh Niên,train
article_3446,1,Clickbait,24h,Other,3337,Thanh Niên,train
article_3452,1,Clickbait,24h,Xe & Vận tải,3338,Thanh Niên,train
article_3454,1,Clickbait,24h,Xe & Vận tải,3339,Thanh Niên,train
article_3458,1,Clickbait,24h,Xe & Vận tải,3340,Thanh Niên,train
article_3460,1,Clickbait,24h,Xe & Vận tải,3341,Thanh Niên,train
article_3461,1,Clickbait,24h,Xe & Vận tải,3342,Thanh Niên,train
article_3471,1,Clickbait,Báo Mới,Xe & Vận tải,3343,Thanh Niên,train
article_3479,1,Clickbait,Báo Mới,Xe & Vận tải,3344,Thanh Niên,train
article_3509,1,Clickbait,Báo Mới,Xe & Vận tải,3345,Thanh Niên,train
article_3512,0,Non-clickbait,Báo Mới,Xe & Vận tải,3346,Thanh Niên,train
article_3515,1,Clickbait,Tuổi Trẻ,Other,3347,Thanh Niên,train
article_3521,1,Clickbait,Tuổi Trẻ,Chính trị & An ninh,3348,Thanh Niên,train
article_3526,1,Clickbait,Tuổi Trẻ,Other,3349,Thanh Niên,train
article_3563,1,Clickbait,24h,Xe & Vận tải,3350,Thanh Niên,train
article_3566,1,Clickbait,24h,Xe & Vận tải,3351,Thanh Niên,train
article_3567,1,Clickbait,24h,Xe & Vận tải,3352,Thanh Niên,train
article_3577,1,Clickbait,24h,Xe & Vận tải,3353,Thanh Niên,train
article_3578,0,Non-clickbait,24h,Xe & Vận tải,3354,Thanh Niên,train
article_3584,1,Clickbait,24h,Xe & Vận tải,3355,Thanh Niên,train
article_3595,1,Clickbait,Báo Mới,Other,3356,Thanh Niên,train
article_3617,1,Clickbait,Báo Mới,Other,3357,Thanh Niên,train
article_3623,0,Non-clickbait,Báo Mới,Other,3358,Thanh Niên,train
article_3628,1,Clickbait,Báo Mới,Other,3359,Thanh Niên,train
article_3640,1,Clickbait,Báo Mới,Other,3360,Thanh Niên,train
article_3648,1,Clickbait,24h,Giải trí & Showbiz,3361,Thanh Niên,train
article_3649,1,Clickbait,24h,Giải trí & Showbiz,3362,Thanh Niên,train
article_3654,1,Clickbait,24h,Giải trí & Showbiz,3363,Thanh Niên,train
article_3656,1,Clickbait,24h,Giải trí & Showbiz,3364,Thanh Niên,train
article_3658,1,Clickbait,24h,Giải trí & Showbiz,3365,Thanh Niên,train
article_3682,1,Clickbait,24h,Giải trí & Showbiz,3366,Thanh Niên,train
article_3691,1,Clickbait,24h,Sức khỏe & Đời sống,3367,Thanh Niên,train
article_3692,1,Clickbait,24h,Sức khỏe & Đời sống,3368,Thanh Niên,train
article_3693,1,Clickbait,24h,Sức khỏe & Đời sống,3369,Thanh Niên,train
article_3694,1,Clickbait,24h,Sức khỏe & Đời sống,3370,Thanh Niên,train
article_3696,1,Clickbait,24h,Sức khỏe & Đời sống,3371,Thanh Niên,train
article_3697,1,Clickbait,24h,Sức khỏe & Đời sống,3372,Thanh Niên,train
article_3698,1,Clickbait,24h,Sức khỏe & Đời sống,3373,Thanh Niên,train
article_3699,1,Clickbait,24h,Sức khỏe & Đời sống,3374,Thanh Niên,train
article_3700,1,Clickbait,24h,Sức khỏe & Đời sống,3375,Thanh Niên,train
article_3701,1,Clickbait,24h,Sức khỏe & Đời sống,3376,Thanh Niên,train
article_3702,1,Clickbait,24h,Sức khỏe & Đời sống,3377,Thanh Niên,train
article_3703,1,Clickbait,24h,Sức khỏe & Đời sống,3378,Thanh Niên,train
article_3704,1,Clickbait,24h,Sức khỏe & Đời sống,3379,Thanh Niên,train
article_3706,1,Clickbait,24h,Sức khỏe & Đời sống,3380,Thanh Niên,train
article_3707,1,Clickbait,24h,Sức khỏe & Đời sống,3381,Thanh Niên,train
article_3709,1,Clickbait,24h,Sức khỏe & Đời sống,3382,Thanh Niên,train
article_3710,1,Clickbait,24h,Sức khỏe & Đời sống,3383,Thanh Niên,train
article_3711,1,Clickbait,24h,Sức khỏe & Đời sống,3384,Thanh Niên,train
article_3712,1,Clickbait,24h,Sức khỏe & Đời sống,3385,Thanh Niên,train
article_3718,1,Clickbait,24h,Sức khỏe & Đời sống,3386,Thanh Niên,train
article_3719,1,Clickbait,24h,Sức khỏe & Đời sống,3387,Thanh Niên,train
article_3720,1,Clickbait,24h,Sức khỏe & Đời sống,3388,Thanh Niên,train
article_3726,1,Clickbait,24h,Du lịch & Ẩm thực,3389,Thanh Niên,train
article_3735,1,Clickbait,24h,Du lịch & Ẩm thực,3390,Thanh Niên,train
article_3736,1,Clickbait,24h,Du lịch & Ẩm thực,3391,Thanh Niên,train
article_3744,1,Clickbait,24h,Du lịch & Ẩm thực,3392,Thanh Niên,train
article_3747,1,Clickbait,24h,Du lịch & Ẩm thực,3393,Thanh Niên,train
article_3748,1,Clickbait,24h,Du lịch & Ẩm thực,3394,Thanh Niên,train
article_3749,1,Clickbait,24h,Du lịch & Ẩm thực,3395,Thanh Niên,train
article_3750,1,Clickbait,24h,Du lịch & Ẩm thực,3396,Thanh Niên,train
article_3751,1,Clickbait,24h,Du lịch & Ẩm thực,3397,Thanh Niên,train
article_3753,1,Clickbait,24h,Du lịch & Ẩm thực,3398,Thanh Niên,train
article_3755,1,Clickbait,24h,Du lịch & Ẩm thực,3399,Thanh Niên,train
article_3756,1,Clickbait,24h,Du lịch & Ẩm thực,3400,Thanh Niên,train
article_3759,1,Clickbait,24h,Du lịch & Ẩm thực,3401,Thanh Niên,train
article_3763,1,Clickbait,24h,Du lịch & Ẩm thực,3402,Thanh Niên,train
article_3766,0,Non-clickbait,24h,Du lịch & Ẩm thực,3403,Thanh Niên,train
article_3771,1,Clickbait,24h,Du lịch & Ẩm thực,3404,Thanh Niên,train
article_3772,1,Clickbait,24h,Du lịch & Ẩm thực,3405,Thanh Niên,train
article_3775,1,Clickbait,24h,Du lịch & Ẩm thực,3406,Thanh Niên,train
article_3779,1,Clickbait,24h,Du lịch & Ẩm thực,3407,Thanh Niên,train
article_3793,1,Clickbait,24h,Giáo dục & Học đường,3408,Thanh Niên,train
article_3794,1,Clickbait,24h,Giáo dục & Học đường,3409,Thanh Niên,train
article_3795,0,Non-clickbait,24h,Giáo dục & Học đường,3410,Thanh Niên,train
article_0001,0,Non-clickbait,VnExpress,Tin tức tổng hợp,0,Tuổi Trẻ,train
article_0002,0,Non-clickbait,VnExpress,Tin tức tổng hợp,1,Tuổi Trẻ,train
article_0004,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2,Tuổi Trẻ,train
article_0006,0,Non-clickbait,VnExpress,Tin tức tổng hợp,3,Tuổi Trẻ,train
article_0010,0,Non-clickbait,VnExpress,Tin tức tổng hợp,4,Tuổi Trẻ,train
article_0011,0,Non-clickbait,VnExpress,Tin tức tổng hợp,5,Tuổi Trẻ,train
article_0012,0,Non-clickbait,VnExpress,Tin tức tổng hợp,6,Tuổi Trẻ,train
article_0013,0,Non-clickbait,VnExpress,Tin tức tổng hợp,7,Tuổi Trẻ,train
article_0014,0,Non-clickbait,VnExpress,Tin tức tổng hợp,8,Tuổi Trẻ,train
article_0015,0,Non-clickbait,VnExpress,Tin tức tổng hợp,9,Tuổi Trẻ,train
article_0016,0,Non-clickbait,VnExpress,Tin tức tổng hợp,10,Tuổi Trẻ,train
article_0017,0,Non-clickbait,VnExpress,Tin tức tổng hợp,11,Tuổi Trẻ,train
article_0018,0,Non-clickbait,VnExpress,Tin tức tổng hợp,12,Tuổi Trẻ,train
article_0019,0,Non-clickbait,VnExpress,Tin tức tổng hợp,13,Tuổi Trẻ,train
article_0020,0,Non-clickbait,VnExpress,Tin tức tổng hợp,14,Tuổi Trẻ,train
article_0021,0,Non-clickbait,VnExpress,Tin tức tổng hợp,15,Tuổi Trẻ,train
article_0022,0,Non-clickbait,VnExpress,Tin tức tổng hợp,16,Tuổi Trẻ,train
article_0023,0,Non-clickbait,VnExpress,Tin tức tổng hợp,17,Tuổi Trẻ,train
article_0024,0,Non-clickbait,VnExpress,Tin tức tổng hợp,18,Tuổi Trẻ,train
article_0025,0,Non-clickbait,VnExpress,Tin tức tổng hợp,19,Tuổi Trẻ,train
article_0026,0,Non-clickbait,VnExpress,Tin tức tổng hợp,20,Tuổi Trẻ,train
article_0027,0,Non-clickbait,VnExpress,Tin tức tổng hợp,21,Tuổi Trẻ,train
article_0028,0,Non-clickbait,VnExpress,Tin tức tổng hợp,22,Tuổi Trẻ,train
article_0029,0,Non-clickbait,VnExpress,Tin tức tổng hợp,23,Tuổi Trẻ,train
article_0030,0,Non-clickbait,VnExpress,Tin tức tổng hợp,24,Tuổi Trẻ,train
article_0031,0,Non-clickbait,VnExpress,Tin tức tổng hợp,25,Tuổi Trẻ,train
article_0032,0,Non-clickbait,VnExpress,Tin tức tổng hợp,26,Tuổi Trẻ,train
article_0033,0,Non-clickbait,VnExpress,Tin tức tổng hợp,27,Tuổi Trẻ,train
article_0034,0,Non-clickbait,VnExpress,Tin tức tổng hợp,28,Tuổi Trẻ,train
article_0035,0,Non-clickbait,VnExpress,Tin tức tổng hợp,29,Tuổi Trẻ,train
article_0036,0,Non-clickbait,VnExpress,Tin tức tổng hợp,30,Tuổi Trẻ,train
article_0037,0,Non-clickbait,VnExpress,Tin tức tổng hợp,31,Tuổi Trẻ,train
article_0038,0,Non-clickbait,VnExpress,Tin tức tổng hợp,32,Tuổi Trẻ,train
article_0039,0,Non-clickbait,VnExpress,Tin tức tổng hợp,33,Tuổi Trẻ,train
article_0040,0,Non-clickbait,VnExpress,Tin tức tổng hợp,34,Tuổi Trẻ,train
article_0041,0,Non-clickbait,VnExpress,Tin tức tổng hợp,35,Tuổi Trẻ,train
article_0042,0,Non-clickbait,VnExpress,Tin tức tổng hợp,36,Tuổi Trẻ,train
article_0043,0,Non-clickbait,VnExpress,Tin tức tổng hợp,37,Tuổi Trẻ,train
article_0044,0,Non-clickbait,VnExpress,Tin tức tổng hợp,38,Tuổi Trẻ,train
article_0045,0,Non-clickbait,VnExpress,Tin tức tổng hợp,39,Tuổi Trẻ,train
article_0046,0,Non-clickbait,VnExpress,Tin tức tổng hợp,40,Tuổi Trẻ,train
article_0047,0,Non-clickbait,VnExpress,Tin tức tổng hợp,41,Tuổi Trẻ,train
article_0048,0,Non-clickbait,VnExpress,Tin tức tổng hợp,42,Tuổi Trẻ,train
article_0049,0,Non-clickbait,VnExpress,Tin tức tổng hợp,43,Tuổi Trẻ,train
article_0050,0,Non-clickbait,VnExpress,Tin tức tổng hợp,44,Tuổi Trẻ,train
article_0051,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,45,Tuổi Trẻ,test
article_0052,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,46,Tuổi Trẻ,test
article_0053,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,47,Tuổi Trẻ,test
article_0054,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,48,Tuổi Trẻ,test
article_0055,0,Non-clickbait,Tuổi Trẻ,Other,49,Tuổi Trẻ,test
article_0056,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,50,Tuổi Trẻ,test
article_0057,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,51,Tuổi Trẻ,test
article_0058,0,Non-clickbait,Tuổi Trẻ,Other,52,Tuổi Trẻ,test
article_0060,1,Clickbait,Tuổi Trẻ,Other,53,Tuổi Trẻ,test
article_0061,1,Clickbait,Tuổi Trẻ,Other,54,Tuổi Trẻ,test
article_0063,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,55,Tuổi Trẻ,test
article_0065,0,Non-clickbait,Tuổi Trẻ,Other,56,Tuổi Trẻ,test
article_0066,0,Non-clickbait,Tuổi Trẻ,Other,57,Tuổi Trẻ,test
article_0067,0,Non-clickbait,Tuổi Trẻ,Other,58,Tuổi Trẻ,test
article_0068,0,Non-clickbait,Tuổi Trẻ,Other,59,Tuổi Trẻ,test
article_0069,1,Clickbait,Tuổi Trẻ,Other,60,Tuổi Trẻ,test
article_0070,0,Non-clickbait,Tuổi Trẻ,Other,61,Tuổi Trẻ,test
article_0071,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,62,Tuổi Trẻ,train
article_0072,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,63,Tuổi Trẻ,train
article_0073,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,64,Tuổi Trẻ,train
article_0074,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,65,Tuổi Trẻ,train
article_0075,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,66,Tuổi Trẻ,train
article_0076,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,67,Tuổi Trẻ,train
article_0077,0,Non-clickbait,Thanh Niên,Other,68,Tuổi Trẻ,train
article_0078,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,69,Tuổi Trẻ,train
article_0079,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,70,Tuổi Trẻ,train
article_0080,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,71,Tuổi Trẻ,train
article_0081,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,72,Tuổi Trẻ,train
article_0082,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,73,Tuổi Trẻ,train
article_0083,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,74,Tuổi Trẻ,train
article_0084,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,75,Tuổi Trẻ,train
article_0085,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,76,Tuổi Trẻ,train
article_0086,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,77,Tuổi Trẻ,train
article_0087,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,78,Tuổi Trẻ,train
article_0088,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,79,Tuổi Trẻ,train
article_0090,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,80,Tuổi Trẻ,train
article_0091,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,81,Tuổi Trẻ,train
article_0092,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,82,Tuổi Trẻ,train
article_0093,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,83,Tuổi Trẻ,train
article_0094,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,84,Tuổi Trẻ,train
article_0095,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,85,Tuổi Trẻ,train
article_0096,0,Non-clickbait,Thanh Niên,Other,86,Tuổi Trẻ,train
article_0097,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,87,Tuổi Trẻ,train
article_0098,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,88,Tuổi Trẻ,train
article_0099,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,89,Tuổi Trẻ,train
article_0100,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,90,Tuổi Trẻ,train
article_0101,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,91,Tuổi Trẻ,train
article_0102,0,Non-clickbait,Thanh Niên,Other,92,Tuổi Trẻ,train
article_0103,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,93,Tuổi Trẻ,train
article_0104,0,Non-clickbait,Thanh Niên,Other,94,Tuổi Trẻ,train
article_0105,0,Non-clickbait,Thanh Niên,Other,95,Tuổi Trẻ,train
article_0106,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,96,Tuổi Trẻ,train
article_0107,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,97,Tuổi Trẻ,train
article_0108,0,Non-clickbait,Thanh Niên,Other,98,Tuổi Trẻ,train
article_0109,0,Non-clickbait,VietNamNet,Chính trị & An ninh,99,Tuổi Trẻ,train
article_0110,0,Non-clickbait,VietNamNet,Chính trị & An ninh,100,Tuổi Trẻ,train
article_0111,0,Non-clickbait,VietNamNet,Chính trị & An ninh,101,Tuổi Trẻ,train
article_0112,0,Non-clickbait,VietNamNet,Chính trị & An ninh,102,Tuổi Trẻ,train
article_0113,0,Non-clickbait,VietNamNet,Chính trị & An ninh,103,Tuổi Trẻ,train
article_0114,0,Non-clickbait,VietNamNet,Chính trị & An ninh,104,Tuổi Trẻ,train
article_0115,0,Non-clickbait,VietNamNet,Chính trị & An ninh,105,Tuổi Trẻ,train
article_0117,0,Non-clickbait,VietNamNet,Chính trị & An ninh,106,Tuổi Trẻ,train
article_0118,0,Non-clickbait,VietNamNet,Chính trị & An ninh,107,Tuổi Trẻ,train
article_0119,0,Non-clickbait,VietNamNet,Chính trị & An ninh,108,Tuổi Trẻ,train
article_0120,0,Non-clickbait,VietNamNet,Chính trị & An ninh,109,Tuổi Trẻ,train
article_0121,0,Non-clickbait,VietNamNet,Chính trị & An ninh,110,Tuổi Trẻ,train
article_0122,0,Non-clickbait,VietNamNet,Chính trị & An ninh,111,Tuổi Trẻ,train
article_0123,0,Non-clickbait,VietNamNet,Chính trị & An ninh,112,Tuổi Trẻ,train
article_0124,0,Non-clickbait,VietNamNet,Chính trị & An ninh,113,Tuổi Trẻ,train
article_0125,0,Non-clickbait,VietNamNet,Chính trị & An ninh,114,Tuổi Trẻ,train
article_0126,0,Non-clickbait,VietNamNet,Chính trị & An ninh,115,Tuổi Trẻ,train
article_0127,0,Non-clickbait,VietNamNet,Chính trị & An ninh,116,Tuổi Trẻ,train
article_0128,0,Non-clickbait,VietNamNet,Chính trị & An ninh,117,Tuổi Trẻ,train
article_0129,0,Non-clickbait,VietNamNet,Chính trị & An ninh,118,Tuổi Trẻ,train
article_0130,0,Non-clickbait,VietNamNet,Chính trị & An ninh,119,Tuổi Trẻ,train
article_0131,0,Non-clickbait,VietNamNet,Chính trị & An ninh,120,Tuổi Trẻ,train
article_0132,0,Non-clickbait,VietNamNet,Chính trị & An ninh,121,Tuổi Trẻ,train
article_0133,0,Non-clickbait,VietNamNet,Chính trị & An ninh,122,Tuổi Trẻ,train
article_0134,0,Non-clickbait,VietNamNet,Chính trị & An ninh,123,Tuổi Trẻ,train
article_0135,0,Non-clickbait,VietNamNet,Chính trị & An ninh,124,Tuổi Trẻ,train
article_0136,0,Non-clickbait,VietNamNet,Chính trị & An ninh,125,Tuổi Trẻ,train
article_0137,0,Non-clickbait,VietNamNet,Chính trị & An ninh,126,Tuổi Trẻ,train
article_0138,0,Non-clickbait,VietNamNet,Chính trị & An ninh,127,Tuổi Trẻ,train
article_0150,1,Clickbait,SaoStar,Giải trí & Showbiz,128,Tuổi Trẻ,train
article_0151,1,Clickbait,SaoStar,Giải trí & Showbiz,129,Tuổi Trẻ,train
article_0152,1,Clickbait,SaoStar,Giải trí & Showbiz,130,Tuổi Trẻ,train
article_0153,1,Clickbait,SaoStar,Giải trí & Showbiz,131,Tuổi Trẻ,train
article_0154,1,Clickbait,SaoStar,Giải trí & Showbiz,132,Tuổi Trẻ,train
article_0155,1,Clickbait,SaoStar,Giải trí & Showbiz,133,Tuổi Trẻ,train
article_0156,1,Clickbait,SaoStar,Giải trí & Showbiz,134,Tuổi Trẻ,train
article_0157,1,Clickbait,SaoStar,Giải trí & Showbiz,135,Tuổi Trẻ,train
article_0158,1,Clickbait,SaoStar,Giải trí & Showbiz,136,Tuổi Trẻ,train
article_0162,1,Clickbait,SaoStar,Giải trí & Showbiz,137,Tuổi Trẻ,train
article_0163,1,Clickbait,SaoStar,Giải trí & Showbiz,138,Tuổi Trẻ,train
article_0164,1,Clickbait,SaoStar,Giải trí & Showbiz,139,Tuổi Trẻ,train
article_0165,1,Clickbait,SaoStar,Giải trí & Showbiz,140,Tuổi Trẻ,train
article_0166,1,Clickbait,SaoStar,Giải trí & Showbiz,141,Tuổi Trẻ,train
article_0167,1,Clickbait,SaoStar,Giải trí & Showbiz,142,Tuổi Trẻ,train
article_0169,1,Clickbait,SaoStar,Giải trí & Showbiz,143,Tuổi Trẻ,train
article_0170,1,Clickbait,SaoStar,Giải trí & Showbiz,144,Tuổi Trẻ,train
article_0171,1,Clickbait,SaoStar,Giải trí & Showbiz,145,Tuổi Trẻ,train
article_0172,1,Clickbait,SaoStar,Giải trí & Showbiz,146,Tuổi Trẻ,train
article_0173,1,Clickbait,SaoStar,Giải trí & Showbiz,147,Tuổi Trẻ,train
article_0174,1,Clickbait,SaoStar,Giải trí & Showbiz,148,Tuổi Trẻ,train
article_0175,1,Clickbait,SaoStar,Giải trí & Showbiz,149,Tuổi Trẻ,train
article_0176,1,Clickbait,SaoStar,Giải trí & Showbiz,150,Tuổi Trẻ,train
article_0177,0,Non-clickbait,24h,Tin tức tổng hợp,151,Tuổi Trẻ,train
article_0178,0,Non-clickbait,24h,Tin tức tổng hợp,152,Tuổi Trẻ,train
article_0179,0,Non-clickbait,24h,Tin tức tổng hợp,153,Tuổi Trẻ,train
article_0180,0,Non-clickbait,24h,Tin tức tổng hợp,154,Tuổi Trẻ,train
article_0181,0,Non-clickbait,24h,Tin tức tổng hợp,155,Tuổi Trẻ,train
article_0182,0,Non-clickbait,24h,Tin tức tổng hợp,156,Tuổi Trẻ,train
article_0183,0,Non-clickbait,24h,Tin tức tổng hợp,157,Tuổi Trẻ,train
article_0184,0,Non-clickbait,24h,Tin tức tổng hợp,158,Tuổi Trẻ,train
article_0185,0,Non-clickbait,24h,Tin tức tổng hợp,159,Tuổi Trẻ,train
article_0186,0,Non-clickbait,24h,Tin tức tổng hợp,160,Tuổi Trẻ,train
article_0188,0,Non-clickbait,24h,Tin tức tổng hợp,161,Tuổi Trẻ,train
article_0189,0,Non-clickbait,24h,Tin tức tổng hợp,162,Tuổi Trẻ,train
article_0190,0,Non-clickbait,24h,Tin tức tổng hợp,163,Tuổi Trẻ,train
article_0191,0,Non-clickbait,24h,Tin tức tổng hợp,164,Tuổi Trẻ,train
article_0192,0,Non-clickbait,24h,Tin tức tổng hợp,165,Tuổi Trẻ,train
article_0193,0,Non-clickbait,24h,Giải trí & Showbiz,166,Tuổi Trẻ,train
article_0196,0,Non-clickbait,24h,Tin tức tổng hợp,167,Tuổi Trẻ,train
article_0198,0,Non-clickbait,24h,Tin tức tổng hợp,168,Tuổi Trẻ,train
article_0199,0,Non-clickbait,24h,Tin tức tổng hợp,169,Tuổi Trẻ,train
article_0200,0,Non-clickbait,24h,Giải trí & Showbiz,170,Tuổi Trẻ,train
article_0201,0,Non-clickbait,24h,Tin tức tổng hợp,171,Tuổi Trẻ,train
article_0202,0,Non-clickbait,24h,Tin tức tổng hợp,172,Tuổi Trẻ,train
article_0203,0,Non-clickbait,24h,Tin tức tổng hợp,173,Tuổi Trẻ,train
article_0204,0,Non-clickbait,24h,Tin tức tổng hợp,174,Tuổi Trẻ,train
article_0205,0,Non-clickbait,24h,Tin tức tổng hợp,175,Tuổi Trẻ,train
article_0206,1,Clickbait,24h,Tin tức tổng hợp,176,Tuổi Trẻ,train
article_0207,0,Non-clickbait,24h,Tin tức tổng hợp,177,Tuổi Trẻ,train
article_0208,0,Non-clickbait,24h,Tin tức tổng hợp,178,Tuổi Trẻ,train
article_0209,0,Non-clickbait,24h,Tin tức tổng hợp,179,Tuổi Trẻ,train
article_0210,0,Non-clickbait,24h,Tin tức tổng hợp,180,Tuổi Trẻ,train
article_0211,0,Non-clickbait,24h,Tin tức tổng hợp,181,Tuổi Trẻ,train
article_0212,1,Clickbait,24h,Tin tức tổng hợp,182,Tuổi Trẻ,train
article_0216,0,Non-clickbait,24h,Quốc tế,183,Tuổi Trẻ,train
article_0217,0,Non-clickbait,24h,Quốc tế,184,Tuổi Trẻ,train
article_0219,0,Non-clickbait,24h,Quốc tế,185,Tuổi Trẻ,train
article_0220,0,Non-clickbait,Báo Mới,Thể thao,186,Tuổi Trẻ,train
article_0225,1,Clickbait,Báo Mới,Thể thao,187,Tuổi Trẻ,train
article_0226,1,Clickbait,Báo Mới,Thể thao,188,Tuổi Trẻ,train
article_0227,1,Clickbait,Báo Mới,Thể thao,189,Tuổi Trẻ,train
article_0228,1,Clickbait,Báo Mới,Thể thao,190,Tuổi Trẻ,train
article_0230,0,Non-clickbait,Báo Mới,Thể thao,191,Tuổi Trẻ,train
